"Artist","Classifications","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Flavor_Text","Body_Text","Willpower","Strength","prints","Abilities","Card_Variants","Move_Cost"
"Greez",,"Sapphire","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/162_58c2f2abef20189531ce7de84b502f2a4d504428.jpg",2,false,"Promising Lead","Action",,"Common","""The books on these pages match up with those shelves. And the
ley lines...The answer's right here!""
-Judy Hopps","Chosen character gets +1 {l} and gains Support this turn.
(Whenever they quest, you may add their {s} to another chosen
character's {s} this turn.)",,,"[""WHI-162""]",,,
"Rachel Elese","Song","Sapphire","DuckTales","https://api.lorcana.ravensburger.com/images/en/set10/163_6541f7bacc74a20e44400aa584c8f7b956ad229e.jpg",4,false,"Might Solve a Mystery","Action",,"Uncommon",,"(A character with cost 4 or more can {e} to sing this
song for free.)
Look at the top 4 cards of your deck. You may reveal
up to 1 character card and up to 1 item card and put
them into your hand. Put the rest on the bottom of
your deck in any order.",,,"[""WHI-163""]",,,
"Federico Maria Cugliari",,"Sapphire","Mickey Mouse & Friends","https://api.lorcana.ravensburger.com/images/en/set10/164_a6d7b9cf07685d86cce7da9095cd265662687a89.jpg",4,false,"Sudden Scare","Action",,"Uncommon",,"Put chosen opposing character into their player's
inkwell facedown. That player puts the top card of
their deck into their inkwell facedown.",,,"[""WHI-164""]",,,
"Mariana Moreno",,"Sapphire","Mickey Mouse & Friends","https://api.lorcana.ravensburger.com/images/en/set10/165_850002a114cf26e39a381404685658c8dd594299.jpg",6,false,"Spooky Sight","Action",,"Rare","""We've got to get out of here!""
-Mickey Mouse","Put all characters with cost 3 or less into their players'
inkwells facedown and exerted.",,,"[""WHI-165""]",,,
"Svetlozara Nikolova",,"Sapphire","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/166_8edffd0fa57df4bed9ea1cf0186cd46efc231477.jpg",1,false,"Detective's Badge","Item",,"Common","""It's not just a badge. It's who we are. There's no greater honor.""
-Detective Judy Hopps","PROTECT AND SERVE: {e}, 1 {i} - Chosen character gains Resist +1
and the Detective classification until the start of your next turn.
(Damage dealt to them is reduced by 1.)",,,"[""WHI-166""]",,,
"Pany Bubble",,"Sapphire","Lorcana","https://api.lorcana.ravensburger.com/images/en/set10/167_f0e851b21936fe850c834ed7ea5acaab0514f6d6.jpg",3,false,"Ink Amplifier","Item",,"Rare","With a crackle of energy, the strange device lit up when
the glimmers entered the study.","ENERGY CAPTURE: Whenever an opponent draws a card
during their turn, if it's the second card they've drawn
this turn, you may put the top card of your deck into
your inkwell facedown and exerted.",,,"[""WHI-167""]",,,
"Aur?lie Lise-Anne",,"Sapphire","Cinderella","https://api.lorcana.ravensburger.com/images/en/set10/168_2ffd615fb5ff9a48298ef98f9fc22d6d0ab8f1bf.jpg",2,false,"Fairy Godmother's Wand","Item",,"Super Rare","Sometimes a glimpse is all you need.","ONLY TILL MIDNIGHT: During your turn, whenever you
put a card into your inkwell, chosen Princess character
of yours gains Ward until the start of your next turn.
(Opponents can't choose them except to challenge.)",,,"[""WHI-168""]",,,
"Jeremy Adams",,"Sapphire","Lorcana","https://api.lorcana.ravensburger.com/images/en/set10/169_bc1aa6c1102b14e98f2a6082c64f2ac7f2d1477e.jpg",2,false,"Inkrunner","Item",,"Uncommon",,"PREFLIGHT CHECK: When you play this item, draw a card.
READY TO RIDE {e}, 1 {i} - Chosen character gains Alert
this turn. (They can challenge as if they had Evasive.)",,,"[""WHI-169""]",,,
"Alyssa Lee",,"Sapphire","The Black Cauldron","https://api.lorcana.ravensburger.com/images/en/set10/170_aca508dd9b8faeb2678bda497fa8eb247ea29b0e.jpg",1,false,"Castle of the Horned King - Bastion of Evil","Location",0,"Rare",,"INTO THE GLOOM: Once during your turn, whenever a character quests
while here, you may ready chosen item.",5,,"[""WHI-170""]",,,
"Stefano Spagnuolo","Storyborn, Hero, Whisper","Steel","Robin Hood","https://api.lorcana.ravensburger.com/images/en/set10/171_afb346bcfef50614e3d7b7e51bb61098d0ad4d2c.jpg",4,false,"Robin Hood - Ephemeral Archer","Character",2,"Rare",,"Boost 1 {i} (Once during your turn, you may pay 1 {i}
to put the top card of your deck facedown under this
character.)
EXPERT SHOT Whenever this character quests, if
there's a card under him, deal 1 damage to up to 2
chosen characters.",4,2,"[""WHI-171""]",,,
"Carmine Cassese","Dreamborn, Hero, Detective","Steel","Mickey Mouse & Friends","https://api.lorcana.ravensburger.com/images/en/set10/172_f7a12501eaa080210d28ba44ffda28f1eff5f0d9.jpg",4,false,"Donald Duck - Ghost Hunter","Character",1,"Common","""Let's show those rotten ghosts who's in charge!
You go first.""","RAISE A RUCKUS: When you play this character,
chosen Detective character gains Challenger +2
this turn. (They get +2 {s} while challenging.)",4,5,"[""WHI-172""]",,,
"Valerio Buonfantino","Dreamborn, Hero, Gargoyle","Steel","Gargoyles","https://api.lorcana.ravensburger.com/images/en/set10/173_02446272102753bbd8c707e080e6e2bb110cb0ca.jpg",6,false,"Goliath - Clan Leader","Character",2,"Legendary",,"DUSK TO DAWN: At the end of each player's turn, if they
have more than 2 cards in their hand, they choose and
discard cards until they have 2. If they have fewer than 2
cards in their hand, they draw until they have 2.
STONE BY DAY If you have 3 or more cards in your hand,
this character can't ready.",5,6,"[""WHI-173""]",,,
"Marcel Berg","Floodborn, Villain","Steel","The Legend of Sleepy Hollow","https://api.lorcana.ravensburger.com/images/en/set10/174_8a43b0cb58caa809de17843994aff71485d07e87.jpg",8,false,"The Headless Horseman - Cursed Rider","Character",2,"Super Rare",,"Shift 5 {i} (You may pay 5 {i} to play this on top of one of
your characters named The Headless Horseman.)
WITCHING HOUR When you play this character, each
player draws 3 cards, then discards 3 cards at random.
Choose an opposing character and deal 2 damage to
them for each action card discarded this way.",7,5,"[""WHI-174""]",,,
"SGeer","Dreamborn, Ally, Detective","Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/175_cb6a61eec7d560470604c0ce6606a834f6609c7e.jpg",6,false,"Clawhauser - Donut Detective","Character",2,"Common","It was only a crumb, but Clawhauser knew it was a
small piece of a larger mystery.","Challenger +2 (While challenging, this character
gets +2 {s}.)",6,5,"[""WHI-175""]",,,
"Sandra Rios","Storyborn, Ally, Detective","Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/176_5bae4a98b82698843867d70235f8cc36778af3ec.jpg",3,false,"Francine - Eyeing the Evidence","Character",1,"Common","Francine stared at the torn page, trying to take
her mind off Higgins and his pursuit of the littering
mastermind. Was he ready for the danger of
undercover work?","Resist +1 (Damage dealt to this character is
reduced by 1.)",3,4,"[""WHI-176""]",,,
"SOWSOW","Storyborn, Ally, Detective","Steel","DuckTales","https://api.lorcana.ravensburger.com/images/en/set10/177_1b6352c2c9b40262a999092a37ddd00b9781a3e0.jpg",2,false,"Inspector Tezuka - Resolute Officer","Character",1,"Common","""Stand back. I'll handle this.""
-Inspector Tezuka","Bodyguard (This character may enter play exerted.
An opposing character who challenges one of
your characters must choose one with Bodyguard
if able.)",3,2,"[""WHI-177""]",,,
"Marta Andreeva","Dreamborn, Ally, Detective","Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/178_7b413b5e1861348d95008c544e27ea7949b638b8.jpg",1,false,"Nick Wilde - Sly Fox Sleuth","Character",1,"Common","""Okay, Nick, it's time to use those superior sleuthing
skills to find a way out of this. Wait, why am I talking to
myself?""",,2,2,"[""WHI-178""]",,,
"Federico Maria Cugliari","Dreamborn, Hero, Detective","Steel","The Great Mouse Detective","https://api.lorcana.ravensburger.com/images/en/set10/179_a933f21a61541198da43f5f4ae58d49291b3e00e.jpg",3,false,"Basil - Tenacious Mouse","Character",2,"Common","""It's time to make a stand!""","HOLD YOUR GROUND: Whenever you play another
Detective character, this character gains Resist +1
until the start of your next turn. (Damage dealt to
them is reduced by 1.)",2,3,"[""WHI-179""]",,,
"Leonardo Giammichele","Storyborn, Mentor, Gargoyle","Steel","Gargoyles","https://api.lorcana.ravensburger.com/images/en/set10/180_cd1cced6c985969553dbe65139d073036d4fce77.jpg",2,false,"Hudson - Determined Reader","Character",1,"Common",,"FINDING ANSWERS: When you play this character,
you may draw a card, then choose and discard
a card.
STONE BY DAY If you have 3 or more cards in your
hand, this character can't ready.",4,2,"[""WHI-180""]",,,
"Brianna Garcia","Dreamborn, Hero, Detective","Steel","Mickey Mouse & Friends","https://api.lorcana.ravensburger.com/images/en/set10/181_bd75c4906fb7d992b91c698fba9dd4bda9d12cc5.jpg",2,false,"Minnie Mouse - Ghost Hunter","Character",1,"Common","It's hard to catch a ghost without going somewhere
spooky.","SEARCH THE SHADOWS: When you play this
character, chosen Detective character gains Alert
this turn. (They can challenge as if they had Evasive.)",3,2,"[""WHI-181""]",,,
"Mara Tango","Storyborn, Villain","Steel","DuckTales","https://api.lorcana.ravensburger.com/images/en/set10/182_9647595d0cfaee115fbac3138fd3f788444274bb.jpg",2,false,"Black Heron - Real Bad Egg","Character",1,"Uncommon","""You may have bested me before, McDuck, but
not this time!""",,3,3,"[""WHI-182""]",,,
"Leonardo Giammichele","Storyborn, Ally, Gargoyle","Steel","Gargoyles","https://api.lorcana.ravensburger.com/images/en/set10/183_505c4e256f61303f1d69063e051115e0320bb179.jpg",3,false,"Lexington - Small in Stature","Character",1,"Uncommon",,"Alert (This character can challenge as if they
had Evasive.)
STONE BY DAY If you have 3 or more cards in your
hand, this character can't ready.",4,4,"[""WHI-183""]",,,
"Renato Roldan / Amanda Duarte","Storyborn, Villain","Steel","Gargoyles","https://api.lorcana.ravensburger.com/images/en/set10/184_e28abc268f0b1a8b854f48cf71dbec9f2c99c793.jpg",3,false,"David Xanatos - Steel Clan Leader","Character",1,"Uncommon","""A plan only fails when you don't learn from it. And my
plans never fail.""
-David Xanatos","MINOR INCONVENIENCE: When you play this character,
you may choose and discard a card to deal 2 damage to
chosen character.",2,3,"[""WHI-184""]",,,
"Marco Guadalupi","Storyborn","Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/185_a37fe8ccddb230a1e9e28514b99f80b83bdbef08.jpg",4,false,"Chief Bogo - Calling the Shots","Character",1,"Rare",,"MY JURISDICTION: During your turn, this
character can't be dealt damage.
DEPUTIZE Your other characters gain the
Detective classification.",1,4,"[""WHI-185""]",,,
"Hana Augustine","Storyborn, Ally","Steel","Peter Pan","https://api.lorcana.ravensburger.com/images/en/set10/186_bad435509ecbbb51c96d2f79872013b6fdc59ea0.jpg",6,false,"The Twins - Lost Boys","Character",2,"Common","""Hooray! A whole new forest to be lost in!""
""Yeah, lost in!""","TWO FOR ONE: When you play this character,
if you have a location in play, you may deal 2
damage to chosen character.",5,5,"[""WHI-186""]",,,
"C?sar Vergara / Alex Accorsi","Floodborn, Ally, Detective","Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/187_6e4ce4d8cafb64ea4eacb1036d63a5449c36b1b8.jpg",5,false,"Nick Wilde - Persistent Investigator","Character",2,"Rare",,"Shift 3 {i} (You may pay 3 {i} to play this on top of
one of your characters named Nick Wilde.)
CASE CLOSED During your turn, whenever one
of your Detective characters banishes another
character in a challenge, draw a card.",4,5,"[""WHI-187""]",,,
"Simone Giovanardi","Storyborn","Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/188_962efc02931a28f879f3986f105c006e29f0efac.jpg",4,false,"Mayor Winddancer - Actor-Turned-Politician","Character",1,"Rare","It's the role of a lifetime, and it'll take every bit
of his considerable charm and fabulous mane to
get it right.",,7,5,"[""WHI-188""]",,,
"Sara Storino","Dreamborn, Hero, Prince","Steel","Cinderella","https://api.lorcana.ravensburger.com/images/en/set10/189_4a028d5ba5c3d606dba72fed094cff556b6c6fff.jpg",7,false,"Prince Charming - Protector of the Realm","Character",2,"Legendary",,"Bodyguard (This character may enter play
exerted. An opposing character who challenges
one of your characters must choose one with
Bodyguard if able.)
PROTECTIVE PRESENCE Each turn, only one
character can challenge.",10,3,"[""WHI-189""]",,,
"Kuya Jaypi","Storyborn, Ally, Gargoyle","Steel","Gargoyles","https://api.lorcana.ravensburger.com/images/en/set10/190_b66f07136372abd6e9a72c0c2552484335a5d325.jpg",5,false,"Broadway - Sturdy and Strong","Character",2,"Uncommon",,"Bodyguard (This character may enter play
exerted. An opposing character who challenges
one of your characters must choose one with
Bodyguard if able.)
STONE BY DAY If you have 3 or more cards in your
hand, this character can't ready.",6,4,"[""WHI-190""]",,,
"Lisa Parfenova","Dreamborn, Ally","Steel","Mickey Mouse & Friends","https://api.lorcana.ravensburger.com/images/en/set10/191_73722c17f20939ab18cafe2d26524f977497bf14.jpg",5,false,"Pluto - Steel Champion","Character",2,"Rare",,"WINNER TAKE ALL: During your turn, whenever
one of your other Steel characters banishes
another character in a challenge, gain 2 lore.
MAKE ROOM Whenever you play another Steel
character, you may banish chosen item.",5,5,"[""WHI-191""]",,,
"Tania Soler","Storyborn, Ally, Fairy, Sorcerer, Whisper","Steel","Cinderella","https://api.lorcana.ravensburger.com/images/en/set10/192_eb19530d334061f223ed0787de24d7097b23e7e8.jpg",4,false,"Fairy Godmother - Magical Benefactor","Character",1,"Super Rare",,"Boost 3 {i} (Once during your turn, you may pay 3 {i} to put
the top card of your deck facedown under this character.)
STUNNING TRANSFORMATION Whenever you put a card
under this character, you may banish chosen opposing
character. If you do, their player may reveal the top card
of their deck. If that card is a character or item card, they
may play it for free. Otherwise, they put it on the bottom of
their deck.",5,3,"[""WHI-192""]",,,
"Otto Paredes","Storyborn, King, Deity, Whisper","Steel","Hercules","https://api.lorcana.ravensburger.com/images/en/set10/193_8fd4c3ec069cab71186e951bba5cece522c2b433.jpg",3,false,"Zeus - Missing His Spark","Character",2,"Uncommon",,"Boost 2 {i} (Once during your turn, you may pay
2 {i} to put the top card of your deck facedown
under this character.)
I NEED MORE THUNDERBOLTS! While there's a card
under this character, he gets +2 {s} and +2 {w}.",3,2,"[""WHI-193""]",,,
"Cristian Romero","Storyborn, Villain","Steel","The Legend of Sleepy Hollow","https://api.lorcana.ravensburger.com/images/en/set10/194_3f70f74f29df3f160f55725cd6e9b9dfd47144d6.jpg",4,false,"The Headless Horseman - Relentless Spirit","Character",1,"Common","If you hear hoofbeats in the dark, don't look back.","Bodyguard (This character may enter play exerted.
An opposing character who challenges one of
your characters must choose one with Bodyguard
if able.)",4,4,"[""WHI-194""]",,,
"Carlos Luzzi","Song","Steel","Aladdin","https://api.lorcana.ravensburger.com/images/en/set10/195_d2e67ea24e0086a545dbe966dc347f60af9d4e3e.jpg",1,false,"But I'm Much Faster","Action",,"Common",,"(A character with cost 1 or more can {e} to sing this song
for free.)
Chosen character gains Alert and Challenger +2 this
turn. (They can challenge as if they had Evasive. They
get +2 {s} while challenging.)",,,"[""WHI-195""]",,,
"Kevin Sidharta",,"Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/196_dbf5fda9386b35ca3f926ca02efba6d92d41c7e2.jpg",2,false,"Putting It All Together","Action",,"Common","""Okay, so the ghostly glimmers were first seen here,
and the trail of torn lorebook pages started in this part
of the Illuminary...""
-Judy Hopps","Chosen opposing character can't challenge during
their next turn. Draw a card.",,,"[""WHI-196""]",,,
"Carlos Luzzi","Song","Steel","Hercules","https://api.lorcana.ravensburger.com/images/en/set10/197_ec1eb456aca1ae2049c4278e7e87adef27244bf5.jpg",4,false,"He Hurled His Thunderbolt","Action",,"Uncommon",,"(A character with cost 4 or more can {e} to sing this
song for free.)
Deal 4 damage to chosen character. Your Deity
characters gain Challenger +2 this turn. (They get
+2 {s} while challenging.)",,,"[""WHI-197""]",,,
"Kevin Slawinski",,"Steel","The Great Mouse Detective","https://api.lorcana.ravensburger.com/images/en/set10/198_efe4476ec008c197766c947c9465f4861e6e8544.jpg",2,false,"The Game's Afoot!","Action",,"Uncommon","""We've not a moment to lose!""
-Basil","Move up to 2 of your characters to the same location for free.
That location gains Resist +2 until the start of your next turn.
(Damage dealt to it is reduced by 2.)",,,"[""WHI-198""]",,,
"Anne Neyens",,"Steel","The Great Mouse Detective","https://api.lorcana.ravensburger.com/images/en/set10/199_9e010c2c1e85b71f94413741cda972228d6660c9.jpg",1,false,"The Robot Queen","Item",,"Uncommon","""To our beloved Queen this gift we send,
As her 60-year reign comes to an end.""
-Note delivered with the robot queen","MAJOR MALFUNCTION: Whenever you play a character,
you may pay 1 {i} and banish this item to deal 2 damage to
chosen character.",,,"[""WHI-199""]",,,
"Kamil Murzyn",,"Steel","Hercules","https://api.lorcana.ravensburger.com/images/en/set10/200_19f755e16019eb17dda0e4c3b7d1652cdfb94b9e.jpg",2,false,"The Sword of Hercules","Item",,"Rare",,"MIGHTY HIT: When you play this item, banish chosen
opposing Deity character.
HAND-TO-HAND During your turn, whenever one
of your characters banishes another character in a
challenge, gain 1 lore.",,,"[""WHI-200""]",,,
"Kaitlin Cuthbertson",,"Steel","Peter Pan","https://api.lorcana.ravensburger.com/images/en/set10/201_1f928feb4a755d133120ab88542223f84161b05f.jpg",3,false,"Ingenious Device","Item",,"Rare",,"SURPRISE PACKAGE: {e}, 2 {i}, Banish this item - Draw a
card, then choose and discard a card.
TIME GROWS SHORT During your turn, when this item
is banished, deal 3 damage to chosen character or
location.",,,"[""WHI-201""]",,,
"Dave Mitcheson / Paul Hogg",,"Steel","Lorcana","https://api.lorcana.ravensburger.com/images/en/set10/202_6400e1ce6644557526c81df3b3ea7989dfd89e6e.jpg",3,false,"Illuminary Tunnels - Linked Caverns","Location",1,"Super Rare",,"SUBTERRANEAN NETWORK: While you have a character here, this location gets
+1 {l} for each other location you have in play.
LOCUS While you have a character here, you pay 1 {i} less to play locations.",6,,"[""WHI-202""]",,,
"Kaitlin Cuthbertson",,"Steel","Zootopia","https://api.lorcana.ravensburger.com/images/en/set10/203_1af503e1ad98599f71dfa497348bc406f90d2616.jpg",1,false,"Zootopia - Police Headquarters","Location",1,"Uncommon",,"NEW INFORMATION: Once during your turn, whenever you move a
character here, you may draw a card, then choose and discard a card.",4,,"[""WHI-203""]",,,
"Etienne Savoie",,"Steel","Gargoyles","https://api.lorcana.ravensburger.com/images/en/set10/204_52b4323e1046b2289129684c5ae196036c4a3a37.jpg",2,false,"Castle Wyvern - Above the Clouds","Location",1,"Rare",,"PROTECT THIS CASTLE: Characters gain Challenger +1 and Resist +1
while here. (They get +1 {s} while challenging. Damage dealt to them is
reduced by 1.)",5,,"[""WHI-204""]",,,
"Valentin Palombo","Storyborn, Ally","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/1_aa6b6ac1610c03573b33eb0d5956c867ee36acaf.jpg",1,false,"Thomas - Wide-Eyed Recruit","Character",1,"Common","""I've never seen a winter so beautiful! Look at the
snow-pristine as far as the eye can see!""",,4,0,"[""WIN-001""]",,,
"Eri Welli","Storyborn, Hero","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/2_753a968f144bd419bd33df7b359912c74318dad4.jpg",1,false,"Lilo - Snow Artist","Character",1,"Common","""A snow Stitch is like a snowman, but even
hungrier.""","CREATIVE INSPIRATION: While you have a
character named Stitch in play, this character
gets +1 {l}.",2,1,"[""WIN-002""]",,,
"Domenico Russo","Storyborn, Deity","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/3_4b3f7a73e8debaf01c79a2b404e5577b4494f5d6.jpg",2,false,"Pudge - Controls the Weather","Character",1,"Uncommon","""How many sandwiches will I need to feed you to
make all this snow melt?""
-Lilo","GOOD FRIEND: If you have a character named Lilo
in play, you can play this character for free.",3,1,"[""WIN-003""]",,,
"Sandy Lee","Storyborn, Ally","Amber","The Lion King","https://api.lorcana.ravensburger.com/images/en/set11/4_5e3b8a46f2575635b5a05455908c66669d4ef222.jpg",6,false,"Pumbaa - Winter Warthog","Character",2,"Common","""See? I told ya he was hardheaded!""
-Timon","SHAKE THINGS UP: When you play this character,
each opponent chooses and discards a card.",6,5,"[""WIN-004""]",,,
"Kiersten Hale","Dreamborn, Hero, Princess","Amber","The Princess And The Frog","https://api.lorcana.ravensburger.com/images/en/set11/5_3a99e63297dd2ac0ab190a571a46bb0fba925333.jpg",4,false,"Tiana - Warm and Happy","Character",2,"Common","""This cocoa will warm you up like a hug from your mama.""","Support (Whenever this character quests, you may add
their {s} to another chosen character's {s} this turn.)",4,3,"[""WIN-005"",""WIN-205""]",,,
"Nicoletta Baldari / Patri Balanovsky","Storyborn, Ally","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/6_2e8be3b6067a6230c7c39dce65e3dcc990e2dc8d.jpg",4,false,"Nakoma - Waiting Out the Storm","Character",1,"Common","""Come sit by the fire. It will keep you warm until
this storm blows over.""",,6,4,"[""WIN-006""]",,,
"Federico Maria Cugliari","Storyborn, Hero, Alien","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/7_42f319b1e8e9747f0b21732d8c05354a4d0d0935.jpg",5,false,"Stitch - Carefree Snowboarder","Character",2,"Rare","""First one down the mountain gets all the
marshmallows for their cocoa!""
-Lilo","BRING YOUR FRIENDS: Whenever this character
quests, if you have 2 or more other characters in
play, you may draw a card.",5,4,"[""WIN-007"",""WIN-207""]",,,
"Tania Soler","Storyborn, Hero, Princess","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/8_9acc0092e50b39278c98d0ab06d31d624c639e48.jpg",3,false,"Pocahontas - Finding the Way","Character",1,"Common","""If you don't know the way, the spirits will show you.""
-Pocahontas","DISCOVERY AWAITS: When you play this character,
chosen character gets +1 {l} this turn.",5,2,"[""WIN-008""]",,,
"Diego Machuca","Storyborn, Ally","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/9_76a662683bbadd680f431d9a2f89750bdbb26668.jpg",2,false,"David - Protective Snowboarder","Character",1,"Common","""These snowboards are pretty sweet-and they
make great shields!""","Bodyguard (This character may enter play exerted.
An opposing character who challenges one of
your characters must choose one with Bodyguard
if able.)",4,1,"[""WIN-009""]",,,
"Javi Salas","Storyborn, Ally, Detective","Amber","Zootopia","https://api.lorcana.ravensburger.com/images/en/set11/10_ba7bd6728230e8a12ba609f8bc9ee081ffaa1719.jpg",5,false,"Fangmeyer - Icy Officer","Character",2,"Common","""Failure to signal, broken tail light, and taunting
an officer with hot chocolate. That's gonna be a
hefty fine.""","REQUEST REINFORCEMENTS: When you play this
character, you may return a Detective character
card from your discard to your hand.",4,4,"[""WIN-010""]",,,
"Kiersten Hale","Storyborn, Mentor, King","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/11_b53b7469f17be2520f47fb85a9359050c20270f5.jpg",4,false,"Chief Powhatan - Protective Leader","Character",1,"Uncommon",,"Bodyguard (This character may enter play
exerted. An opposing character who challenges
one of your characters must choose one with
Bodyguard if able.)
STANDS HIS GROUND This character can't
challenge.",5,5,"[""WIN-011""]",,,
"Luis Huerta","Storyborn, Mentor, Queen","Amber","The Lion King","https://api.lorcana.ravensburger.com/images/en/set11/12_802ee3fe39732543a7fb7dccc630e19aabff741e.jpg",4,false,"Sarabi - Protecting the Pride","Character",1,"Common","A loving mother, a cunning hunter, and a fierce
warrior.","FEARSOME SNARL: {e} - Chosen opposing
character gets -4 {s} until the start of your
next turn.",4,4,"[""WIN-012""]",,,
"Mariana Moreno","Storyborn, Mentor","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/13_029a39d6457c988e3c450a7e3c49417d9b3bbca8.jpg",2,false,"Grandmother Willow - Ancient Advisor","Character",1,"Uncommon","""I haven't had this much excitement in 200 years.""","SMOOTH THE WAY: Once during your turn, you pay
1 {i} less for the next character you play this turn.",2,1,"[""WIN-013"",""WIN-206""]",,,
"Brian Kesinger","Storyborn, Ally","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/14_fff59b1f26738ae26829c24d9455d371645012e6.jpg",5,false,"Cobra Bubbles - Dedicated Official","Character",2,"Rare","""No, it can't wait until this storm blows over!""","AURA OF AUTHORITY: Whenever this character
quests, chosen opposing character can't
challenge and must quest during their next
turn if able.",6,3,"[""WIN-014""]",,,
"Valerio Buonfantino","Storyborn, Hero","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/15_3859657f7eb792e18722b6ec996819ad37e99a2e.jpg",2,false,"John Smith - Snow Tracker","Character",1,"Uncommon","""Interesting. These animal tracks lead away from
the vine. But toward what?""","FOLLOW THE TRACKS: At the end of your turn,
if this character is exerted and none of your
characters challenged this turn, gain 1 lore.",3,2,"[""WIN-015""]",,,
"Juan Diego Le?n","Storyborn, Ally","Amber","The Lion King","https://api.lorcana.ravensburger.com/images/en/set11/16_4fcf7fea9406015479868cd3cc8b44ca13c79d64.jpg",3,false,"Timon - Snowball Swiper","Character",1,"Rare","""Okay, Pumbaa-hit it!""","GET RID OF THAT: When you play this character,
chosen opponent reveals their hand and discards
a non-character card of your choice.",3,2,"[""WIN-016""]",,,
"Marta Andreeva","Floodborn, Hero","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/17_ad8dccd68b53f5d8437138fb55b1d8fb124a7e93.jpg",6,false,"Lilo - Rock Star","Character",2,"Super Rare",,"Shift 4 {i} (You may pay 4 {i} to play this on top of
one of your characters named Lilo.)
I'LL COUNT YOU IN Whenever this character
quests, you may play a character with cost 2 or
less from your discard for free.",5,3,"[""WIN-017"",""WIN-223""]",,,
"Omar Lozano","Dreamborn, Ally, Alien","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/18_4f735f3fca043a93be565f1866709e6066b0de73.jpg",3,false,"Pleakley - Arctic Naturalist","Character",1,"Uncommon","""Amazing! This storm has created all sorts of new
life forms. I will call you 'Avis frigida.’""","SIGNS OF LIFE: When you play this character,
if you have another Alien character in play,
draw a card.",4,2,"[""WIN-018""]",,,
"Leonardo Giammichele","Storyborn, Ally, Alien, Inventor","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/19_8c5c57adb5a1f17c80d37b0ef91dac6ecf9f66e5.jpg",8,false,"Jumba Jookiba - Prolific Inventor","Character",2,"Rare",,"WELCOMING CROWD: For each character you have
in play, you pay 1 {i} less to play this character.
I AM HELPING Whenever this character quests,
you may remove all damage from chosen
character.",5,4,"[""WIN-019""]",,,
"Jake Murphy","Dreamborn, Hero","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/20_d23cb3a64139443a152201acc69f2aa15201ec6c.jpg",3,false,"Nani - Stage Manager","Character",1,"Uncommon",,"THAT'S YOUR CUE: When you play this character,
look at the top 4 cards of your deck. You may
reveal a character card with cost 2 or less and put
it into your hand. Put the rest on the bottom of
your deck in any order.",3,3,"[""WIN-020""]",,,
"Wouter Bruneel","Storyborn, Ally, Alien","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/21_e679350b13b810cc833eec679164aa0acfd82547.jpg",2,false,"Reuben - Sandwich Expert","Character",1,"Rare","""At least I'll be ready in case of a sandwich
shortage.""","LUNCH SPECIAL: {e} - Remove up to 2 damage
from chosen character of yours. For each 1
damage removed this way, you pay 1 {i} less for
the next character you play this turn.",3,1,"[""WIN-021""]",,,
"Alice Pisoni","Floodborn, Hero, Princess","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/22_e196eff470b7530713f5aac72742ec590514ec07.jpg",5,false,"Pocahontas - Peacekeeper","Character",2,"Legendary",,"Shift 3 {i} (You may pay 3 {i} to play this on top of
one of your characters named Pocahontas.)
CALMING WORDS When you play this character,
if you used Shift to play her and none of your
characters challenged this turn, characters can't
challenge until the start of your next turn.",6,3,"[""WIN-022"",""WIN-241""]",,,
